t,shipid,lon,lat,heading,course,speed,status,shiptype,draught,destination
2025-02-11T12:29:46Z,,23.593842396042437,38.00924618116337,,,,,,,
2025-02-11T12:30:14Z,,23.676271218980183,37.94020439296437,,,,,,,
2025-02-11T12:30:14Z,,23.67138615775641,37.94290736225571,,,,,,,
2025-02-11T12:30:16Z,,23.62913081783332,37.88643736103363,,,,,,,
2025-02-11T12:30:18Z,,23.557029271219296,37.87648853968458,,,,,,,
2025-02-11T12:30:18Z,,23.605233593895143,37.87923791658118,,,,,,,
2025-02-11T12:30:18Z,,23.692327293489516,37.9345821950054,,,,,,,
2025-02-11T12:30:18Z,,23.698325333867984,37.91848236554842,,,,,,,
2025-02-11T12:30:21Z,,23.688858216670944,37.91964918521437,,,,,,,
2025-02-11T12:30:24Z,,23.6201702298236,37.88423323639508,,,,,,,
2025-02-11T12:30:27Z,,23.608680560812697,37.883900067145454,,,,,,,
2025-02-11T12:30:34Z,,23.58091793605646,37.88309038543017,,,,,,,
2025-02-11T12:30:44Z,,23.5661205871843,37.862733796796256,,,,,,,
2025-02-11T12:30:46Z,,23.621796232177523,37.8904173021789,,,,,,,
2025-02-11T12:30:51Z,,23.569884548285962,37.87165264443763,,,,,,,
2025-02-11T12:30:55Z,,23.627715332889103,37.8982186969392,,,,,,,
2025-02-11T12:31:02Z,,23.681574535039694,37.93201803759703,,,,,,,
2025-02-11T12:31:02Z,,23.675357626592604,37.93508819420511,,,,,,,
2025-02-11T12:31:06Z,,23.57393852117743,37.91564005726123,,,,,,,
2025-02-11T12:31:10Z,,23.67138615775641,37.94290736225571,,,,,,,
2025-02-11T12:31:18Z,,23.65421163291194,37.93701660947621,,,,,,,
2025-02-11T12:31:21Z,,23.675349263112484,37.938796821318704,,,,,,,
2025-02-11T12:31:23Z,,23.601531006982594,37.85757354024196,,,,,,,
2025-02-11T12:31:26Z,,23.679008952604093,37.92987595920788,,,,,,,
2025-02-11T12:31:30Z,,23.676271218980183,37.94020439296437,,,,,,,
2025-02-11T12:31:33Z,,23.56662278652653,37.87703730399216,,,,,,,
2025-02-11T12:31:34Z,,23.543859442521597,37.88199936439894,,,,,,,
2025-02-11T12:31:36Z,,23.615972024881042,37.88198166554159,,,,,,,
2025-02-11T12:31:37Z,,23.689533821896447,37.92656397421973,,,,,,,
2025-02-11T12:31:44Z,,23.569402328506342,37.891064589933706,,,,,,,
2025-02-11T12:31:45Z,,23.64994530209387,37.86649736444394,,,,,,,
2025-02-11T12:31:57Z,,23.54818921996645,37.87289882904473,,,,,,,
2025-02-11T12:31:59Z,,23.6830091312458,37.92492035904363,,,,,,,
2025-02-11T12:32:03Z,,23.557029271219296,37.87648853968458,,,,,,,
2025-02-11T12:32:03Z,,23.58856799415269,37.88331415043397,,,,,,,
2025-02-11T12:32:03Z,,23.605143830321058,37.890625559455195,,,,,,,
2025-02-11T12:32:03Z,,23.605143830321058,37.890625559455195,,,,,,,
2025-02-11T12:32:05Z,,23.54488410107988,37.84381227072562,,,,,,,
2025-02-11T12:32:05Z,,23.64783837718698,37.8968463170638,,,,,,,
2025-02-11T12:32:05Z,,23.613056688390486,37.89921621002799,,,,,,,
2025-02-11T12:32:06Z,,23.68845702692138,37.938669792927406,,,,,,,
2025-02-11T12:32:10Z,,23.644316369853065,37.89013191333887,,,,,,,
2025-02-11T12:32:10Z,,23.576442522030476,38.003504476405254,,,,,,,
2025-02-11T12:32:12Z,,23.67794122345317,37.932069709219974,,,,,,,
2025-02-11T12:32:13Z,,23.60376756653747,37.88145810470851,,,,,,,
2025-02-11T12:32:16Z,,23.598535344535943,37.87885706891514,,,,,,,
2025-02-11T12:32:17Z,,23.62699600324202,37.90025851030507,,,,,,,
2025-02-11T12:32:24Z,,23.630360414031276,37.92853637417574,,,,,,,
2025-02-11T12:32:27Z,,23.615972024881042,37.88198166554159,,,,,,,
2025-02-11T12:32:27Z,,23.597071916504504,37.881170326409666,,,,,,,
2025-02-11T12:32:27Z,,23.60240010478697,37.88371747566681,,,,,,,
2025-02-11T12:32:28Z,,23.614736647865765,37.87545779024392,,,,,,,
2025-02-11T12:32:31Z,,23.52439803471403,37.871201326974216,,,,,,,
2025-02-11T12:32:31Z,,23.54516890716147,37.87892654667646,,,,,,,
2025-02-11T12:32:32Z,,23.65805885938802,37.886868530800086,,,,,,,
2025-02-11T12:32:33Z,,23.587323039206478,37.88580165043076,,,,,,,
2025-02-11T12:32:33Z,,23.686825540992817,37.92785040881411,,,,,,,
2025-02-11T12:32:34Z,,23.597071916504504,37.881170326409666,,,,,,,
2025-02-11T12:32:40Z,,23.696404943952807,37.914274268754774,,,,,,,
2025-02-11T12:32:44Z,,23.692654466707534,37.88202659757763,,,,,,,
2025-02-11T12:32:54Z,,23.58992163595903,37.88086258518159,,,,,,,
2025-02-11T12:32:55Z,,23.63717674508345,37.89573064384105,,,,,,,
2025-02-11T12:33:02Z,,23.677459846949198,37.92247901054217,,,,,,,
2025-02-11T12:33:02Z,,23.679210175530486,37.92183411230672,,,,,,,
2025-02-11T12:33:07Z,,23.61459232198802,37.88407163261971,,,,,,,
2025-02-11T12:33:09Z,,23.69579046079494,37.93580561134937,,,,,,,
2025-02-11T12:33:12Z,,23.625707242128804,37.89236019372928,,,,,,,
2025-02-11T12:33:14Z,,23.64120786341111,37.89551175568973,,,,,,,
2025-02-11T12:33:14Z,,23.638114687748466,37.8938539212137,,,,,,,
2025-02-11T12:33:14Z,,23.638114687748466,37.8938539212137,,,,,,,
2025-02-11T12:33:17Z,,23.686980221177173,37.94144618791292,,,,,,,
2025-02-11T12:33:19Z,,23.649530599080872,37.883414738995484,,,,,,,
2025-02-11T12:33:19Z,,23.578744506501007,37.872405687782674,,,,,,,
2025-02-11T12:33:26Z,,23.668099862219098,37.89404796495973,,,,,,,
2025-02-11T12:33:27Z,,23.599967448712444,37.8883427244388,,,,,,,
2025-02-11T12:33:28Z,,23.615972024881042,37.88198166554159,,,,,,,
2025-02-11T12:33:30Z,,23.694074939007898,37.9351995951148,,,,,,,
2025-02-11T12:33:30Z,,23.69579046079494,37.93580561134937,,,,,,,
2025-02-11T12:33:30Z,,23.69157065359416,37.93850744757211,,,,,,,
2025-02-11T12:33:40Z,,23.677346831910835,37.920980244942776,,,,,,,
2025-02-11T12:33:45Z,,23.567974928199185,37.84842205779636,,,,,,,
2025-02-11T12:33:45Z,,23.46143068997356,37.82710929101576,,,,,,,
2025-02-11T12:33:45Z,,23.615972024881042,37.88198166554159,,,,,,,
2025-02-11T12:33:46Z,,23.60240010478697,37.88371747566681,,,,,,,
2025-02-11T12:33:51Z,,23.625707242128804,37.89236019372928,,,,,,,
2025-02-11T12:33:54Z,,23.534443176110464,37.855348201373396,,,,,,,
2025-02-11T12:33:54Z,,23.625707242128804,37.89236019372928,,,,,,,
2025-02-11T12:33:57Z,,23.6100543212419,37.88172796004889,,,,,,,
2025-02-11T12:33:58Z,,23.622923708411562,37.88837357322294,,,,,,,
